163,1,-1,-11,0,,0.25,-0.25,-2.75,0,,0.00025,-0.00025,-0.00275,0,,0.0025,-0.0025,-0.0275,0
164,14,1,-22,4,,3.5,0.25,-5.5,1,,0.0035,0.00025,-0.0055,0.001,,0.035,0.0025,-0.055,0.01
165,10,10,-20,-2,,2.5,2.5,-5,-0.5,,0.0025,0.0025,-0.005,-0.0005,,0.025,0.025,-0.05,-0.005
166,9,5,-4,-13,,2.25,1.25,-1,-3.25,,0.00225,0.00125,-0.001,-0.00325,,0.0225,0.0125,-0.01,-0.0325
167,3,12,-12,-1,,0.75,3,-3,-0.25,,0.00075,0.003,-0.003,-0.00025,,0.0075,0.03,-0.03,-0.0025
168,-1,-10,3,-11,,-0.25,-2.5,0.75,-2.75,,-0.00025,-0.0025,0.00075,-0.00275,,-0.0025,-0.025,0.0075,-0.0275
169,-8,-5,4,1,,-2,-1.25,1,0.25,,-0.002,-0.00125,0.001,0.00025,,-0.02,-0.0125,0.01,0.0025
170,-22,0,16,-6,,-5.5,0,4,-1.5,,-0.0055,0,0.004,-0.0015,,-0.055,0,0.04,-0.015
171,-5,2,10,-13,,-1.25,0.5,2.5,-3.25,,-0.00125,0.0005,0.0025,-0.00325,,-0.0125,0.005,0.025,-0.0325
172,-10,-3,21,-11,,-2.5,-0.75,5.25,-2.75,,-0.0025,-0.00075,0.00525,-0.00275,,-0.025,-0.0075,0.0525,-0.0275
173,-14,-3,14,-3,,-3.5,-0.75,3.5,-0.75,,-0.0035,-0.00075,0.0035,-0.00075,,-0.035,-0.0075,0.035,-0.0075
174,-4,-2,24,-6,,-1,-0.5,6,-1.5,,-0.001,-0.0005,0.006,-0.0015,,-0.01,-0.005,0.06,-0.015
175,-5,4,15,-7,,-1.25,1,3.75,-1.75,,-0.00125,0.001,0.00375,-0.00175,,-0.0125,0.01,0.0375,-0.0175
176,-6,-1,9,-3,,-1.5,-0.25,2.25,-0.75,,-0.0015,-0.00025,0.00225,-0.00075,,-0.015,-0.0025,0.0225,-0.0075
177,7,4,-3,-3,,1.75,1,-0.75,-0.75,,0.00175,0.001,-0.00075,-0.00075,,0.0175,0.01,-0.0075,-0.0075
178,3,0,-2,-3,,0.75,0,-0.5,-0.75,,0.00075,0,-0.0005,-0.00075,,0.0075,0,-0.005,-0.0075
179,0,-1,-5,-5,,0,-0.25,-1.25,-1.25,,0,-0.00025,-0.00125,-0.00125,,0,-0.0025,-0.0125,-0.0125
180,10,9,-10,-4,,2.5,2.25,-2.5,-1,,0.0025,0.00225,-0.0025,-0.001,,0.025,0.0225,-0.025,-0.01
181,11,8,-20,-2,,2.75,2,-5,-0.5,,0.00275,0.002,-0.005,-0.0005,,0.0275,0.02,-0.05,-0.005
182,13,8,-17,0,,3.25,2,-4.25,0,,0.00325,0.002,-0.00425,0,,0.0325,0.02,-0.0425,0
183,12,-1,-9,2,,3,-0.25,-2.25,0.5,,0.003,-0.00025,-0.00225,0.0005,,0.03,-0.0025,-0.0225,0.005
184,-2,-7,-12,2,,-0.5,-1.75,-3,0.5,,-0.0005,-0.00175,-0.003,0.0005,,-0.005,-0.0175,-0.03,0.005
185,0,0,-8,-2,,0,0,-2,-0.5,,0,0,-0.002,-0.0005,,0,0,-0.02,-0.005
186,-4,2,5,-1,,-1,0.5,1.25,-0.25,,-0.001,0.0005,0.00125,-0.00025,,-0.01,0.005,0.0125,-0.0025
187,-6,-7,0,-10,,-1.5,-1.75,0,-2.5,,-0.0015,-0.00175,0,-0.0025,,-0.015,-0.0175,0,-0.025
188,-9,-3,13,8,,-2.25,-0.75,3.25,2,,-0.00225,-0.00075,0.00325,0.002,,-0.0225,-0.0075,0.0325,0.02
189,-16,-6,15,-4,,-4,-1.5,3.75,-1,,-0.004,-0.0015,0.00375,-0.001,,-0.04,-0.015,0.0375,-0.01
